ID;Departement;Column5;Longitude;Latitude;LonGRD;LatGRD;LonDMS;LatDMS
31822;78;bazoches sur guyonne;1.85;48.7833;-529;54198;15137;484642
31823;78;jambville;1.85;49.05;-537;54496;15111;490246
31824;78;montfort l amaury;1.81667;48.7833;-586;54197;14833;484638
31825;78;hermeray;1.68806;48.65;-721;54056;14117;483860
31826;78;plaisir;1.95;48.8167;-433;54242;15647;484904
31827;78;magny les hameaux;2.06667;48.7333;-281;54138;20503;484326
31828;78;mulcent;1.65;48.8833;-761;54310;13906;485244
31829;78;mousseaux sur seine;1.65;49.05;-767;54492;13847;490234
31830;78;mantes la ville;1.71667;48.9667;-695;54416;14239;485827
31831;78;la queue les yvelines;1.76667;48.8;-631;54228;14606;484819
31832;78;gargenville;1.81667;49;-585;54436;14837;485931
31833;78;jumeauville;1.78333;48.9167;-609;54345;14717;485439
31834;78;la villeneuve en chevrie;1.53333;49.0167;-900;54461;13136;490054
31835;78;flins neuve eglise;1.58333;48.8833;-841;54324;13445;485328
31836;78;mezieres sur seine;1.8;48.9667;-592;54398;14814;485729
31837;78;choisel;2.01667;48.6833;-354;54096;20104;484111
31838;78;limetz villez;1.54861;49.0612;-875;54512;13255;490340
31839;78;goupillieres;1.76667;48.8833;-635;54311;14554;485247
31840;78;l etang la ville;2.06667;48.8667;-295;54299;20416;485208
31841;78;mondreville;1.55;48.9;-871;54337;13311;485412
31842;78;mareil sur mauldre;1.86667;48.9;-519;54328;15208;485341
31843;78;gressey;1.6;48.8333;-809;54260;13632;485002
31844;78;port villez;1.53333;49.05;-905;54514;13121;490344
31845;78;rosny sur seine;1.63333;49;-783;54444;13754;485959
31846;78;chavenay;1.98333;48.85;-389;54282;15911;485114
31847;78;saint remy l honore;1.88333;48.75;-506;54174;15251;484523
31848;78;vicq;1.83333;48.8167;-558;54239;15005;484855
31849;78;saint cyr l ecole;2.06667;48.8;-304;54222;20345;484801
31850;78;maulette;1.61667;48.8;-796;54214;13714;484735
31851;78;la boissiere ecole;1.65;48.6833;-771;54093;13834;484059
31852;78;neauphle le vieux;1.86667;48.8167;-526;54240;15147;484857
31853;78;bonnelles;2.03333;48.6167;-343;54021;20140;483707
31854;78;orgerus;1.7;48.8333;-707;54266;14202;485021
31855;78;garancieres;1.75;48.8167;-646;54247;14517;484919
31856;78;versailles;2.13333;48.8;-225;54227;20803;484817
31857;78;vaux sur seine;1.96667;49.0167;-415;54453;15747;490028
31858;78;gambaiseuil;1.73333;48.75;-672;54174;14355;484524
31859;78;guyancourt;2.06667;48.7667;-293;54190;20423;484614
31860;78;buc;2.13333;48.7667;-235;54193;20731;484624
31861;78;bullion;2;48.6167;-378;54024;15945;483719
31862;78;chatou;2.15;48.8833;-199;54323;20925;485326
31863;78;auffargis;1.88333;48.7;-499;54111;15314;484201
31864;78;guernes;1.63333;49.0167;-779;54457;13809;490040
31865;78;trappes;2;48.7833;-372;54196;20006;484636
31866;78;gommecourt;1.6;49.0833;-826;54530;13534;490435
31867;78;thoiry;1.8;48.8667;-603;54295;14738;485156
31868;78;sonchamp;1.88333;48.5833;-510;53973;15240;483433
31869;78;toussus le noble;2.11667;48.75;-247;54163;20651;484449
31870;78;vernouillet;1.98333;48.9667;-393;54414;15860;485820
31871;78;les alluets le roi;1.91667;48.9167;-464;54349;15509;485451
31872;78;favrieux;1.65;48.95;-771;54382;13832;485639
31873;78;fontenay le fleury;2.05;48.8167;-320;54237;20255;484849
31874;78;crespieres;1.93333;48.8833;-461;54315;15518;485259
31875;78;le chesnay;2.125;48.825;-229;54245;20749;484913
31876;78;mericourt;1.63333;49.0333;-788;54485;13737;490211
31877;78;beynes;1.86667;48.85;-515;54285;15222;485123
31878;78;bougival;2.13333;48.8667;-219;54294;20822;485154
31879;78;rocquencourt;2.11667;48.8333;-251;54263;20639;485012
31880;78;louveciennes;2.11667;48.8667;-245;54289;20659;485137
31881;78;guitrancourt;1.78333;49.0167;-622;54454;14637;490031
31882;78;drocourt;1.76667;49.05;-634;54508;14557;490325
31883;78;magnanville;1.68333;48.9667;-727;54408;14055;485802
31884;78;maule;1.85;48.9167;-542;54343;15054;485432
31885;78;les mesnuls;1.83333;48.75;-554;54174;15017;484523
31886;78;conflans sainte honorine;2.1;48.9833;-269;54441;20540;485950
31887;78;flins sur seine;1.86667;48.9667;-515;54405;15222;485752
31888;78;septeuil;1.68333;48.9;-728;54325;14053;485333
31889;78;raizeux;1.68333;48.6167;-726;54027;14101;483727
31890;78;boissy sans avoir;1.8;48.8167;-603;54245;14737;484914
31891;78;prunay le temple;1.68333;48.8667;-737;54290;14024;485140
31892;78;mantes la jolie;1.71667;48.9833;-689;54434;14300;485926
31893;78;dammartin en serve;1.61667;48.9;-797;54337;13709;485411
31894;78;bazemont;1.86667;48.9333;-524;54365;15154;485541
31895;78;milon la chapelle;2.05;48.7333;-319;54140;20257;484335
31896;78;saint germain en laye;2.08333;48.9;-273;54329;20526;485347
31897;78;montalet le bois;1.83333;49.05;-567;54496;14933;490247
31898;78;aubergenville;1.85;48.9667;-535;54398;15118;485730
31899;78;voisins le bretonneux;2.05;48.75;-317;54176;20303;484530
31900;78;poigny la foret;1.75;48.6833;-648;54087;14513;484040
31901;78;orvilliers;1.63333;48.8667;-771;54288;13833;485133
31902;78;mittainville;1.65;48.6667;-794;54073;13719;483957
31903;78;maurecourt;2.06667;49;-305;54441;20343;485950
31904;78;les clayes sous bois;1.98333;48.8167;-392;54245;15901;484914
31905;78;cravent;1.48333;49;-943;54435;12917;485928
31906;78;le pecq;2.1;48.9;-256;54330;20622;485348
31907;78;le perray en yvelines;1.85;48.7;-536;54105;15115;484139
31908;78;neauphle le chateau;1.9;48.8167;-483;54238;15408;484852
31909;78;auteuil;1.81667;48.8333;-577;54267;14902;485026
31910;78;villepreux;2.01667;48.8333;-371;54256;20008;484948
31911;78;osmoy;1.71667;48.8667;-689;54293;14258;485148
31912;78;montigny le bretonneux;2.03333;48.7667;-338;54189;20157;484614
31913;78;noisy le roi;2.06667;48.85;-307;54274;20336;485047
31914;78;elancourt;1.95;48.7833;-421;54204;15729;484702
31915;78;vert;1.7;48.9333;-717;54380;14127;485629
31916;78;herbeville;1.88333;48.9;-500;54340;15311;485422
31917;78;saint forget;2;48.7;-378;54120;15946;484227
31918;78;jouy en josas;2.16667;48.7667;-188;54187;21001;484605
31919;78;juziers;1.85;49;-545;54436;15044;485933
31920;78;longvilliers;1.98333;48.5833;-383;53977;15932;483444
31921;78;hardricourt;1.9;49;-492;54454;15337;490030
31922;78;saint illiers la ville;1.55;48.9833;-884;54418;13226;485834
31923;78;gaillon sur montcient;1.89306;49.0259;-493;54473;15335;490133
31924;78;viroflay;2.16667;48.8;-182;54222;21020;484800
31925;78;villennes sur seine;2;48.95;-376;54377;15952;485621
31926;78;orgeval;1.98333;48.9167;-401;54356;15833;485514
31927;78;limay;1.73333;48.9833;-667;54437;14409;485936
31928;78;jouars pontchartrain;1.9;48.7833;-483;54226;15405;484811
31929;78;senlisse;1.98333;48.6833;-394;54097;15854;484113
31930;78;fontenay mauvoisin;1.65;48.9667;-761;54405;13905;485751
31931;78;le mesnil le roi;2.12667;48.9367;-233;54374;20736;485612
31932;78;chevreuse;2.05;48.7;-331;54120;20218;484227
31933;78;saint martin la garenne;1.7;49.0333;-720;54489;14120;490225
31934;78;la celle saint cloud;2.15;48.85;-213;54278;20842;485100
31935;78;thiverval grignon;1.91667;48.85;-466;54279;15502;485104
31936;78;le tremblay sur mauldre;1.86667;48.7833;-509;54197;15242;484639
31937;78;velizy villacoublay;2.18333;48.8;-165;54204;21118;484700
31938;78;dampierre en yvelines;1.98417;48.7039;-392;54116;15903;484214
31939;78;saint hilarion;1.73333;48.6167;-670;54023;14400;483713
31940;78;clairefontaine en yvelines;1.90806;48.6125;-476;54014;15429;483645
31941;78;aigremont;2.01667;48.9;-353;54337;20109;485410
31942;78;mere;1.81667;48.7833;-577;54207;14902;484710
31943;78;grosrouvre;1.76667;48.7833;-638;54202;14544;484656
31944;78;le mesnil saint denis;1.96667;48.7333;-415;54160;15747;484437
31945;78;saint martin des champs;1.71667;48.8833;-688;54313;14301;485253
31946;78;rolleboise;1.61667;49.0167;-810;54465;13627;490108
31947;78;issou;1.78333;49;-604;54432;14733;485921
31948;78;lommoye;1.51667;49;-914;54438;13050;485938
31949;78;saulx marchais;1.83333;48.8333;-556;54267;15009;485025
31950;78;la hauteville;1.61667;48.7;-796;54116;13714;484217
31951;78;saint remy les chevreuse;2.08333;48.7;-294;54118;20419;484221
31952;78;houdan;1.6;48.7833;-817;54212;13606;484727
31953;78;saint arnoult en yvelines;1.93333;48.5667;-440;53968;15626;483418
31954;78;rochefort en yvelines;1.98333;48.5833;-387;53984;15916;483509
31955;78;chateaufort;2.1;48.7333;-273;54152;20528;484411
31956;78;ponthevrard;1.9;48.55;-474;53946;15436;483305
31957;78;villette;1.7;48.9333;-716;54364;14131;485538
31958;78;chapet;1.93333;48.9667;-448;54407;15601;485759
31959;78;andelu;1.81667;48.8833;-568;54312;14930;485249
35705;91;janvry;2.15;48.65;-204;54053;20912;483851
35706;91;brunoy;2.5;48.7;185;54109;23012;484153
35707;91;boissy sous saint yon;2.21667;48.55;-141;53951;21234;483322
35708;91;villebon sur yvette;2.25;48.7;-102;54113;21442;484205
35709;91;monnerville;2.05;48.35;-324;53719;20240;482049
35710;91;gironville sur essonne;2.37806;48.3731;46;53748;22241;482223
35711;91;saint hilaire;2.06667;48.4333;-289;53815;20434;482601
35712;91;evry;2.45;48.6333;119;54038;22639;483802
35713;91;leudeville;2.31667;48.5667;-12;53962;21934;483356
35714;91;valpuiseaux;2.31667;48.3833;-36;53771;21813;482338
35715;91;dourdan;2.01667;48.5333;-362;53921;20039;483144
35716;91;estouches;2.13333;48.3;-225;53670;20801;481810
35717;91;draveil;2.41667;48.6833;81;54096;22434;484110
35718;91;marolles en beauce;2.2;48.3667;-151;53750;21201;482230
35719;91;mennecy;2.43333;48.5667;111;53962;22610;483355
35720;91;grigny;2.38333;48.65;57;54063;22317;483924
35721;91;vert le petit;2.36667;48.55;34;53947;22201;483307
35722;91;oncy sur ecole;2.47334;48.3831;152;53759;22824;482259
35723;91;guillerval;2.1;48.3667;-261;53738;20606;482153
35724;91;wissous;2.33333;48.7333;-10;54146;21938;484351
35725;91;vayres sur essonne;2.35889;48.4328;25;53814;22132;482558
35726;91;abbeville la riviere;2.16667;48.35;-189;53718;21000;482047
35727;91;avrainville;2.25;48.5667;-98;53958;21453;483344
35728;91;ris orangis;2.41667;48.65;85;54057;22447;483904
35729;91;bures sur yvette;2.16667;48.7;-195;54107;20941;484148
35730;91;palaiseau;2.25;48.7167;-96;54131;21459;484306
35731;91;arpajon;2.25;48.5833;-99;53989;21452;483525
35732;91;guigneville sur essonne;2.35306;48.4675;18;53853;22111;482803
35733;91;epinay sur orge;2.33333;48.6667;-10;54082;21938;484026
35734;91;blandy;2.25833;48.3167;-88;53682;21528;481849
35735;91;boussy saint antoine;2.53333;48.6833;218;54101;23157;484127
35736;91;villabe;2.45;48.5833;133;53987;22722;483518
35737;91;la ville du bois;2.26667;48.65;-75;54067;21609;483938
35738;91;angervilliers;2.06667;48.5833;-301;53992;20355;483534
35739;91;echarcon;2.4;48.5667;83;53969;22440;483420
35740;91;ormoy;2.43333;48.5667;123;53973;22648;483434
35741;91;cerny;2.31667;48.4667;-9;53863;21941;482837
35742;91;verrieres le buisson;2.26667;48.75;-82;54164;21546;484451
35743;91;boissy le cutte;2.28333;48.4667;-58;53857;21703;482818
35744;91;crosne;2.45;48.7167;139;54127;22740;484253
35745;91;moigny sur ecole;2.45695;48.4328;134;53814;22725;482558
35746;91;longpont sur orge;2.28333;48.6333;-50;54048;21730;483834
35747;91;mondeville;2.41667;48.4833;88;53879;22456;482928
35748;91;saint michel sur orge;2.3;48.6333;-38;54036;21810;483757
35749;91;ballainvilliers;2.28333;48.6667;-45;54084;21747;484031
35750;91;villejust;2.23333;48.6833;-111;54092;21411;484057
35751;91;saint escobille;1.96667;48.4333;-412;53811;15756;482547
35752;91;saint pierre du perray;2.5;48.6167;176;54014;22943;483647
35753;91;merobert;2;48.4167;-366;53795;20026;482457
35754;91;ballancourt sur essonne;2.38556;48.5256;54;53917;22308;483132
35755;91;maisse;2.38333;48.4;44;53772;22234;482341
35756;91;chamarande;2.21667;48.5167;-134;53906;21259;483056
35757;91;milly la foret;2.46667;48.4;145;53782;22801;482415
35758;91;breux jouy;2.155;48.5595;-202;53955;20918;483334
35759;91;le plessis pate;2.31667;48.6167;-8;54016;21945;483650
35760;91;auvers saint georges;2.23333;48.4833;-130;53880;21309;482933
35761;91;auvernaux;2.48333;48.5333;174;53921;22935;483144
35762;91;morsang sur seine;2.5;48.5667;173;53968;22933;483416
35763;91;vigneux sur seine;2.41667;48.7;90;54112;22502;484201
35764;91;champcueil;2.45;48.5167;123;53906;22648;483055
35765;91;courcouronnes;2.4;48.6167;78;54020;22425;483705
35766;91;boigneville;2.36667;48.3333;39;53706;22218;482008
35767;91;etrechy;2.2;48.5;-162;53881;21128;482935
35768;91;authon la plaine;1.95;48.45;-422;53834;15724;482702
35769;91;boissy la riviere;2.15;48.3667;-202;53750;20917;482229
35770;91;saintry sur seine;2.5;48.6;178;53990;22949;483527
35771;91;montlhery;2.26667;48.6333;-71;54043;21620;483819
35772;91;fleury merogis;2.36667;48.6333;28;54033;22141;483746
35773;91;saint sulpice de favieres;2.18333;48.5333;-174;53935;21048;483230
35774;91;varennes jarcy;2.55972;48.6781;248;54087;23335;484041
35775;91;videlles;2.43333;48.4667;106;53849;22553;482752
35776;91;quincy sous senart;2.53333;48.6667;219;54079;23202;484016
35777;91;orveau;2.28333;48.45;-49;53831;21733;482653
35778;91;les granges le roi;2.01667;48.5;-353;53891;20109;483006
35779;91;gometz le chatel;2.13333;48.6833;-220;54087;20819;484043
35780;91;boutigny sur essonne;2.3775;48.4359;45;53818;22239;482609
35781;91;mereville;2.08333;48.3167;-278;53683;20511;481854
35782;91;boutervilliers;2.05;48.45;-312;53836;20320;482709
35783;91;mauchamps;2.18333;48.5333;-158;53923;21139;483149
35784;91;igny;2.21667;48.7333;-123;54158;21334;484432
35785;91;viry chatillon;2.38333;48.6667;44;54077;22233;484010
35786;91;bouville;2.3;48.4333;-75;53813;21610;482553
35787;91;etampes;2.15;48.4333;-194;53817;20944;482606
35788;91;gometz la ville;2.11667;48.6667;-232;54080;20741;484018
35789;91;arrancourt;2.16667;48.3333;-195;53714;20940;482032
35790;91;bievres;2.21667;48.75;-135;54173;21254;484520
35791;91;d huison longueville;2.33333;48.45;-18;53842;21914;482729
35792;91;chatignonville;1.93333;48.4667;-450;53853;15554;482803
35793;91;dannemois;2.46667;48.45;156;53836;22836;482709
35794;91;chevannes;2.43333;48.5333;119;53924;22636;483153
35795;91;forges les bains;2.1;48.6167;-264;54031;20557;483741
35796;91;angerville;2;48.3167;-376;53678;15954;481837
35797;91;corbeil essonnes;2.48333;48.6;154;54011;22829;483637
35798;91;le val saint germain;2.06667;48.5667;-303;53961;20350;483354
35799;91;puiselet le marais;2.26667;48.4;-83;53784;21544;482419
35800;91;bois herpin;2.23333;48.3667;-113;53744;21404;482212
35801;91;orsay;2.18333;48.7;-166;54109;21115;484153
35802;91;tigery;2.5;48.6333;191;54045;23031;483825
35803;91;fontenay le vicomte;2.4;48.55;69;53941;22357;483250
35804;91;massy;2.28333;48.7333;-67;54145;21635;484350
35805;91;la ferte alais;2.35;48.4833;13;53870;22055;482858
35806;91;yerres;2.5;48.7167;171;54129;22927;484258
35807;91;paray vieille poste;2.36667;48.7167;29;54120;22146;484229
35808;91;saint germain les arpajon;2.25;48.6;-90;53995;21520;483543
35809;91;saint maurice montcouronne;2.11667;48.5833;-234;53981;20734;483457
35810;91;gif sur yvette;2.13333;48.6833;-225;54113;20801;484205
35811;91;pussay;2;48.35;-382;53721;15934;482057
35812;91;morangis;2.33333;48.7;-2;54118;22005;484223
35813;91;villiers sur orge;2.3;48.65;-37;54064;21810;483928
35814;91;la foret sainte croix;2.23333;48.3833;-118;53761;21350;482305
35815;91;guibeville;2.26667;48.5667;-73;53968;21616;483416
35816;91;chilly mazarin;2.3;48.7;-23;54117;21858;484219
35817;91;champmotteux;2.31667;48.35;-19;53715;21909;482036
35818;91;bouray sur juine;2.3;48.5167;-43;53911;21751;483112
35819;91;soisy sur ecole;2.48333;48.4667;176;53861;22940;482830
35820;91;souzy la briche;2.15;48.5333;-209;53921;20853;483145
35821;91;la norville;2.26667;48.5833;-85;53984;21535;483507
35822;91;epinay sous senart;2.51667;48.6833;199;54104;23057;484135
35823;91;brieres les scelles;2.13333;48.45;-219;53842;20821;482727
35824;91;nainville les roches;2.5;48.5;176;53895;22940;483021
35825;91;les ulis;2.1675;48.6823;-188;54091;21003;484056
35826;91;athis mons;2.4;48.7167;59;54121;22321;484231
35827;91;leuville sur orge;2.25;48.6167;-80;54019;21552;483701
35828;91;soisy sur seine;2.45;48.65;128;54052;22708;483849
35829;91;fontenay les briis;2.15;48.6167;-201;54022;20920;483711
35830;91;saint cyr la riviere;2.13333;48.35;-210;53729;20852;482123
35831;91;lisses;2.41667;48.6;100;53998;22535;483552
35832;91;baulne;2.35;48.5;26;53880;22135;482932
35833;91;briis sous forges;2.11667;48.6167;-236;54027;20726;483728
35834;91;nozay;2.23333;48.65;-104;54067;21434;483937
35835;91;ormoy la riviere;2.15;48.4;-208;53782;20858;482413
35836;91;champlan;2.26667;48.7;-69;54121;21628;484231
35837;91;roinvilliers;2.23333;48.35;-106;53729;21428;482123
35838;91;richarville;2;48.4667;-373;53857;20003;482818
35839;91;courson monteloup;2.15;48.6;-213;53992;20841;483532
35840;91;congerville thionville;1.99445;48.3778;-380;53753;15940;482240
35841;91;marcoussis;2.23333;48.6333;-119;54046;21347;483830
35842;91;boullay les troux;2.05;48.6833;-320;54087;20254;484043
35843;91;la foret le roi;2.03333;48.4833;-327;53865;20231;482843
35844;91;vaugrigneuse;2.11667;48.6;-238;54003;20721;483609
35845;91;janville sur juine;2.26667;48.5167;-75;53907;21610;483059
35846;91;etiolles;2.46667;48.6333;151;54040;22822;483809
35847;91;linas;2.26667;48.6333;-77;54037;21602;483800
35848;91;saclas;2.11667;48.3667;-235;53733;20731;482135
35849;91;chauffour les etrechy;2.16667;48.5;-186;53894;21008;483015
35850;91;saint jean de beauregard;2.16667;48.6667;-188;54071;21004;483949
35851;91;morsang sur orge;2.35;48.6667;16;54071;22105;483948
35852;91;juvisy sur orge;2.38333;48.6833;46;54098;22239;484118
35853;91;chalo saint mars;2.06667;48.4333;-300;53808;20358;482537
35854;91;vauhallan;2.2;48.7333;-143;54149;21227;484402
35855;91;chalou moulineux;2.01667;48.3833;-350;53761;20119;482306
35856;91;vert le grand;2.36667;48.5667;24;53969;22128;483420
35857;91;montgeron;2.45;48.7;132;54119;22719;484227
35858;91;saulx les chartreux;2.26667;48.6833;-78;54103;21559;484132
35859;91;pecqueuse;2.05;48.65;-320;54052;20255;483847
35860;91;corbreuse;1.95;48.5;-417;53888;15740;482956
35861;91;bretigny sur orge;2.31667;48.6167;-32;54011;21828;483634
35862;91;boissy le sec;2.08333;48.4667;-274;53864;20525;482838
35863;91;villemoisson sur orge;2.31667;48.6667;-6;54072;21951;483955
35864;91;saint cheron;2.11667;48.55;-235;53948;20729;483313
35865;91;bondoufle;2.38333;48.6167;49;54015;22250;483648
35866;91;le coudray montceaux;2.5;48.5667;166;53962;22910;483357
35867;91;roinville;2.03333;48.5333;-324;53924;20243;483153
35868;91;brouy;2.26667;48.3167;-64;53686;21645;481901
35869;91;saint vrain;2.33333;48.5333;-2;53935;22005;483229
35870;91;sermaise;2.08333;48.5333;-284;53929;20450;483210
35871;91;saint aubin;2.13333;48.7167;-217;54126;20829;484249
35872;91;villeneuve sur auvers;2.25;48.4667;-97;53862;21457;482832
35873;91;saclay;2.16667;48.7333;-181;54145;21024;484351
35874;91;egly;2.21667;48.5833;-125;53978;21326;483450
35875;91;morigny champigny;2.2;48.45;-170;53829;21060;482647
35876;91;prunay sur essonne;2.37361;48.3575;41;53731;22225;482127
35877;91;saint germain les corbeil;2.48333;48.6167;170;54023;22921;483714
35878;91;buno bonnevaux;2.38333;48.35;57;53735;22318;482140
35879;91;torfou;2.23333;48.5333;-122;53924;21336;483153
35880;91;fontaine la riviere;2.15;48.35;-202;53729;20918;482121
35881;91;itteville;2.33333;48.5167;6;53905;22031;483051
35882;91;breuillet;2.16667;48.5667;-183;53962;21017;483358
35883;91;villiers le bacle;2.11667;48.7167;-234;54140;20733;484332
